,rating,review,displayName,isVerified,isSuperReviewer,hasSpoilers,hasProfanity,score,timeFromCreation,user.displayName,user.accountLink,user.realm,user.userId,displayImageUrl
537,5,"Finally! A movie with no political agenda, no social agenda. Pure fun, action and great acting with a trip down the memory lane :D",Mateusz K,FALSE,FALSE,FALSE,FALSE,5,"Aug 22, 2022",Mateusz K,/user/id/Google_109293423445904568914,RT,Google_109293423445904568914,
538,4,"Great action, well-developed plot.",Steve C,TRUE,FALSE,FALSE,FALSE,4,"Aug 22, 2022",Steve C,,Fandango,508293d0-fc4c-4897-a956-c48a40ae87ae,
539,3,Entertaining but cliché after cliché didn't need to recreate the first movie to some extent. Also who is the unnamed enemy ? might as well call them Cobra from GI JOE. The ending would have been infinitely better if left two steps before its eventual last conclusion.,Angel Saulo V,FALSE,FALSE,FALSE,FALSE,3,"Aug 22, 2022",Angel Saulo V,/user/id/Google_106145278605794263134,RT,Google_106145278605794263134,
540,5,"Didnt think they could top the original, they did. One of, if not one of cruses best films to date. Bit cheesy in places but who case when the plane action sequences are this good. Best film in since before lockdown.",Lee S,FALSE,FALSE,FALSE,FALSE,5,"Aug 22, 2022",Lee S,/user/id/Google_114127560869555009099,RT,Google_114127560869555009099,
541,5,"This movie is just something different,They mixed the top gun stuff with the modern mission impossible stuff,and it totaly works.This sequel also does sometnig other sequels fail at, carring for the new caracters.The whole third act I felt the action and I was investet, the whole time.",Juliusz Pawel B,FALSE,FALSE,FALSE,FALSE,5,"Aug 22, 2022",Juliusz Pawel B,/user/id/Google_109426059675715879234,RT,Google_109426059675715879234,
542,5,Liked better than the first one.,Michelle,TRUE,FALSE,FALSE,FALSE,5,"Aug 22, 2022",Michelle,,Fandango,6a407941-6a28-4cde-a7aa-80cb118212fd,
543,5,Characters were well cast and easy to engage with great action/storyline awesome cinematography,Judith M,TRUE,FALSE,FALSE,FALSE,5,"Aug 22, 2022",Judith M,,Fandango,bb83bbf5-06fa-4e66-b154-1f2420e1cc89,
544,4.5,"Great entertainment. Thrilling story, great acting and best of all - no preaching to the audience.  Finally, we get an awesome movie going experience. We need more like this!",markkilinski ,FALSE,FALSE,FALSE,FALSE,4.5,"Aug 22, 2022",markkilinski ,/user/id/Google_100647276353698374453,RT,Google_100647276353698374453,
545,5,Both the old generation and young generation love this movie. Top Gun 1 inspired the US to win the cold war. Now the US came to another critical time.,Steve Liu,FALSE,FALSE,FALSE,FALSE,5,"Aug 22, 2022",Steve Liu,,Fandango,1f7ab42e-9113-4f14-b598-dedf23e2b94c,
546,5,Just as good as the original,Mom,TRUE,FALSE,FALSE,FALSE,5,"Aug 22, 2022",Mom,,Fandango,8e79e712-8164-47b0-bfc9-702f4631fdc3,
547,5,"Fun and entertaining, suggest younger viewers watch first/original Top Gun b4 this one.",GREG,TRUE,FALSE,FALSE,FALSE,5,"Aug 22, 2022",GREG,,Fandango,eb42febe-72aa-4071-af00-2286628028e6,
548,5,Actions from the beginning to the End,Edgar,TRUE,FALSE,FALSE,FALSE,5,"Aug 22, 2022",Edgar,,Fandango,51abc6d2-5310-4e2f-a8e8-0ca9e34cde07,
549,5,It’s exactly what a sequel should be. So much better than the first in every way.,Carl CJ,TRUE,FALSE,FALSE,FALSE,5,"Aug 22, 2022",Carl CJ,,Fandango,CAFD3F77-550B-4EC3-8825-BAA5FEA91C9D,
550,5,Awesome storyline! Great casting for an incredible sequel.,Tom,FALSE,FALSE,FALSE,FALSE,5,"Aug 22, 2022",Tom,,Fandango,72340526-e9c2-43fb-9c21-aeaf15f8774a,
551,5,"This movie is amazing, I belivi this is the best action movie all times. The musics is good, is fun, you have a romance but good time and the action is incredible.",luiz f,FALSE,FALSE,FALSE,FALSE,5,"Aug 22, 2022",luiz f,/user/id/Google_110883028931506057888,RT,Google_110883028931506057888,
552,5,"Cheesy, but I still liked it.",Steve R,TRUE,FALSE,FALSE,FALSE,5,"Aug 22, 2022",Steve R,,Fandango,2faddc4d-0ee7-40c4-955d-ebe850c180d1,
553,5,"Incredible, action packed, sad and happy movie !!!",Jimmy,TRUE,FALSE,FALSE,FALSE,5,"Aug 22, 2022",Jimmy,,Fandango,3b47ef83-32f0-4cae-9c2e-815b217220fb,
554,4.5,Love love love it! I liked it better than the first.,lynn,TRUE,FALSE,FALSE,FALSE,4.5,"Aug 22, 2022",lynn,,Fandango,c18c85fd-85f0-4084-9d37-8c9f2a840e11,
555,5,Best summer movie since Jaws in 1975. One for the record books. Must see!,Kevin L,FALSE,FALSE,FALSE,FALSE,5,"Aug 22, 2022",Kevin L,/user/id/Facebook_10218375679303263,RT,Facebook_10218375679303263,
556,5,Very entertaining and had me sitting on the edge of my seat. Had me laughing in places and holding my breath in others. Great movie!!,Faith,TRUE,FALSE,FALSE,FALSE,5,"Aug 22, 2022",Faith,,Fandango,ad379071-5ed0-43a2-a454-0030b23dd5fe,
557,5,"It was a great, feel good movie. Some sad parts, but for the most part upbeat and brought a good feeling to watch.",John W,TRUE,FALSE,FALSE,FALSE,5,"Aug 22, 2022",John W,,Fandango,afb1e793-f8d5-4290-9139-21f289f20d63,
558,5,"Fabulous!
Great work. 
My son Kolya , 10 y.o., catch up with 1st movie 
.
Lovely.",Google,TRUE,FALSE,FALSE,FALSE,5,"Aug 22, 2022",Google,,Fandango,74bc5794-e4e5-4a04-a49c-cc813c3de81f,
559,5,Awesome movie! Maybe better than the original!,Josh,TRUE,FALSE,FALSE,FALSE,5,"Aug 22, 2022",Josh,,Fandango,fa68674e-79b2-4a60-9f29-fe5adcc7acc4,
560,5,Great movie and great effects! I was on the edge of my seat! Felt like I was in the jet with them!,Christina L,TRUE,FALSE,FALSE,FALSE,5,"Aug 22, 2022",Christina L,,Fandango,0e71618d-f1b9-451e-be8a-23e7440d1d49,
561,5,Best film of the year by far. Top gun Maverick was awesome.,Steven E,FALSE,FALSE,FALSE,FALSE,5,"Aug 22, 2022",Steven E,/user/id/Google_115406041929972424936,RT,Google_115406041929972424936,
562,5,"Phenomenal movie!! See it in theatres - the filming, story, acting and soundtrack is amazing. Ace of a film - go see it!",Anna,TRUE,FALSE,FALSE,FALSE,5,"Aug 22, 2022",Anna,,Fandango,bd7e882f-0873-4f35-95d3-fb3f5c4c1425,
563,5,Amazing movie! Tom Cruise is the best! All amazing actors in the movie.,Colleen Longworth,TRUE,FALSE,FALSE,FALSE,5,"Aug 22, 2022",Colleen Longworth,,Fandango,a599fc72-bb79-49b5-b2cd-05c894699128,
564,4,Alot of Action but could have cultivated more of the romance. More antics of the young studs.,Leo,TRUE,FALSE,FALSE,FALSE,4,"Aug 22, 2022",Leo,,Fandango,953cfb95-e476-4e00-90bd-4188684a2268,
565,5,This movie was awesome! It was action packed and at times would have you moving in your seat to keep from hitting the sides of the mountains!,Becky,TRUE,FALSE,FALSE,FALSE,5,"Aug 22, 2022",Becky,,Fandango,fb893ef2-1c9c-445a-9edf-583fc14ade0a,
566,5,I thought it was better or just as good as top gun,Cora,TRUE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",Cora,,Fandango,3c757121-ff29-406e-b853-52573b2da07b,
567,5,Loved the original one and this one was even better.,Um Z Q,FALSE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",Um Z Q,/user/id/Google_109955174734755522283,RT,Google_109955174734755522283,
568,5,For a two hour movie it felt like 1 it was actually pretty good I might have to see the first part now,Triggz,TRUE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",Triggz,,Fandango,D4A43585-EAA5-4A49-923D-C3F4EF40CDC6,
569,2.5,"A passable action thriller. It's a healthy dose of nostalgia for older people, but viewers who haven't seen the original will doubtless struggle to see the appeal of the ridiculous cheesy dialogue, absurd unrealism and the weird hero worship of Tom Cruise.

The completely generic enemy is a major perplexing point, and the film is completely devoid of any of the geopolitical considerations that might make a military film interesting. Perhaps some will see it as a metaphor for the China-US conflict, but they definitely don't try to express anything profound.

Planes are still cool, though, and it was always watchable.",Jack Y,FALSE,FALSE,FALSE,FALSE,2.5,"Aug 21, 2022",Jack Y,/user/id/70f654d4-0be6-451e-bc13-c214e165d7ae,RT,70f654d4-0be6-451e-bc13-c214e165d7ae,
570,5,"Awesome job by Cruise and all the cast and crew.

Great that Val Kilmer got to be acknowledged.",Barry C,TRUE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",Barry C,,Fandango,5fd9ceb3-92d5-4220-81db-742036c408dc,
571,5,"The flying scenes were best I have seen in a long time. I really love that kind of action.











i",Larry W,TRUE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",Larry W,,Fandango,e798229b-a255-4f3b-8067-6c500fd0e127,
572,5,one of the best action films I've ever seen. The authentic filming of the backseat F-18 experience is amazing.  A true summer blockbuster,Tom B,TRUE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",Tom B,,Fandango,8F5743C5-2CDF-48CD-A299-F19F127D5CDC,
573,4.5,"As a guy who saw Top Gun 1 as a young adult, I can honestly say this long overdue sequel was fantastic!  The screenplay does a great job of linking the original and this sequel, separated by so many years, much in the way that Disney did a great job with ""The Force Awakens"" as a long overdue (many years apart) follow up to Star Wars Episode VI (Return of the Jedi).  The Force Awakens ""feels"" like the original ""A New Hope"" Episode IV (1st released).  Top Gun Maverick ""feels"" like the original Top Gun.  Much like the Star Wars comparison, Top Gun Maverick borrows many of the plot points from the original (but in a good way).   Well done !  As much as I'm NOT a fan of Scientology, the fact is, Tom Cruise did a GREAT job with this movie!",Shane G,FALSE,FALSE,FALSE,FALSE,4.5,"Aug 21, 2022",Shane G,/user/id/Google_109817385060640572448,RT,Google_109817385060640572448,
574,5,"I really enjoyed it. It kept me riveted throughout and a lot of the scenes didn't turn out how I was expecting. A great, at times on the edge of your seat, film...he's still got it!",Jackie W,FALSE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",Jackie W,/user/id/Google_106013863025034436978,RT,Google_106013863025034436978,
575,5,Absolutely exhilarating. It definitely keeps your blood pumping and I love the how the storyline came together.,Darrel,TRUE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",Darrel,,Fandango,36100C0C-E318-424E-9CE1-9BF9C66585BD,
576,5,It was entertaining!,Laura S,TRUE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",Laura S,,Fandango,0f9099cf-8bb4-4501-9db9-f8c07647b31b,
577,5,Pack with nostalgia and fun movie!,phuong nguyen,TRUE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",phuong nguyen,,Fandango,a1f070c6-d7ae-469d-b8a8-f3066cc7d36f,
578,5,Just as good if not better then the first !!! You definitely won’t be disappointed !!!!,Diana Haggad,TRUE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",Diana Haggad,,Fandango,D396B978-0DBE-48B7-ABA8-EFB29ED849EF,
579,5,"AWESOME FLICK!!!! New planes, new pilots, New enemies, same old planes, same old pilots, same old enemies. Perfect sequel to the original! Awesome displays of the flag as well……kudos Tom. ",,FALSE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",,,Flixster,0d4f2cf0-3afc-439d-8e0f-87fd71122521,
580,5,The story wove the first movie in nicely.,Bruce,TRUE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",Bruce,,Fandango,4231a67e-0c8b-436e-9f12-55bce8498cad,
581,5,"As exciting and, more authentic, than the original Top Gun. A must-see!",Chris,TRUE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",Chris,,Fandango,4e687afc-6c66-4187-804b-6290b031536a,
582,5,Too many previews. When they hit the bullseye,Mary A,TRUE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",Mary A,,Fandango,5c421d05-da11-456e-9c85-d7d5877cea61,
583,5,its an absolutely amazing movie. I can't wait to see it again in the theater & I can't wait till it comes on dvd. Tom Cruise did an amazing job in this movie. ,,FALSE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",,,Flixster,377befff-241e-4ff9-88e2-9dad9b0aa8e6,
584,5,"Great time, will watch again",Santiago,TRUE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",Santiago,,Fandango,E1C0D70E-DCAF-4971-807E-46D8CA91C6B9,
585,5,we really enjoyed the movie!,anne r,TRUE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",anne r,,Fandango,1a8021eb-f868-4426-98c4-5300bcf74900,
586,4,"I wasn't a fan of the original movie, not a fan of Toni Scott's directing style either. But I'll admit, this sequel is definitely an upgrade in all departments.",Primo 1,FALSE,FALSE,FALSE,FALSE,4,"Aug 21, 2022",Primo 1,/user/id/28be035a-30b6-4523-92fd-4918b702d199,RT,28be035a-30b6-4523-92fd-4918b702d199,
587,4.5,"Good story line .
Ending a little fetched",ken,FALSE,FALSE,FALSE,FALSE,4.5,"Aug 21, 2022",ken,,Fandango,c6b2d5e4-441b-45ee-b077-ed33d3198218,
588,5,Visual effects in IMAX are just great !,Robert B,TRUE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",Robert B,,Fandango,32129c81-1fe0-4361-9e6e-86c8e43d1e74,
589,5,Thank you Tom Cruise. Thank you Top Gun,Yaw A,FALSE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",Yaw A,/user/id/Google_104638634136973347587,RT,Google_104638634136973347587,
590,5,"I liked everything about it. It was well written and acted , if you saw the first picture youll love this one.",Kenneth,TRUE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",Kenneth,,Fandango,e6c51ed3-b426-4e33-b00a-bda62dd67589,
591,5,"This movie was so much fun. I was a huge fan of the original but this sequel was amazing. They honored the original movie but added new things that worked so well in the film. I didn't know what to expect with so many years between films but what Tom Cruise and his team managed to do here was phenomenal. More movies like this, please!",John M,FALSE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",John M,/user/id/4045c8a4-1c2e-4690-a925-a98aa6346ba0,RT,4045c8a4-1c2e-4690-a925-a98aa6346ba0,
592,5,Great movie man. Love the first one but I’m not the biggest fan but it’s a classic. This one Keeps it a classic,Carlo,TRUE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",Carlo,,Fandango,43F9EE60-B899-40C6-8690-D0B01289CED5,
593,4.5,Really had low expectations going in. This was a good movie it hit on the old and the new. loved it!,,FALSE,FALSE,FALSE,FALSE,4.5,"Aug 21, 2022",,,Flixster,af0db7d2-afca-4eee-be21-7a8fec953cdd,
594,5,Terrific film. Best thing do far in the 20's at least.,Crash 7,FALSE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",Crash 7,/user/id/Google_103963810911598217265,RT,Google_103963810911598217265,
595,5,"Great flight scenes! Spectacular plot, so well-written & acted.",Cheryl Schilli,FALSE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",Cheryl Schilli,,Fandango,a939f45f-9020-42f8-b373-88af915ea09d,
596,4,"""Top Gun: Maverick"" is an exhilarating film with no pretensions.  It just wants to be a first-rate diversion on a hot, humid summer afternoon.  By that measure, it exceeds expectations.  If you're looking for an existential assessment of the human condition, go see ""Everything Everywhere All at Once.""  If you want to examine the nature and texture of relationships, check out ""Brian and Charles"" or ""Marcel the Shell with Shoes On.""  ""Maverick"" is an unapologetic adrenaline rush that doesn't have time to probe the darker corners of the human psyche.  So just sit back and savor Tom Cruise reprising his most iconic role.
This film works for three reasons: its visuals, its tone and what happens when there aren't jets in the air.  Visually, ""Maverick"" is simply spectacular.  The dogfights and other aerial shots are all real, not CGI.  When you see the g-forces pressing on Tom Cruise's face, that's real.  This commitment to reality makes these action scenes even more riveting.
The tone of the film is equally skilled.  It's self-referential without being self-absorbed.  There's a bar where there are renditions of ""Great Balls of Fire.""  There is beach football substituting for beach volleyball.  The admiral's daughter (referenced in the original but never seen) shows up.  Most of all, there's an appearance by Val Kilmer, who played fighter pilot ""Iceman"" in the original.  Here, he's an admiral whose body is failing because of cancer.  He can speak only with great effort.  (In real life, Kilmer has battled throat cancer.  His brief speaking parts in ""Maverick"" are computer-generated.)
Finally, in ""Maverick"" the story keeps its footing even when it's on the ground.  The original film was littered with excruciating dialogue filled with tortured clichés (""Your ego is writing checks your body can't cash."").  And because of Director Tony Scott's advertising background, ""Top Gun"" featured way too many locker room scenes that just looked like product placement for Jockey briefs. By comparison, ""Maverick"" offers a cornucopia of interesting tidbits.  There's a height-appropriate love interest for Cruise. (Jennifer Connelly is excellent.)  There's also a surrogate father-son dynamic between Maverick and Goose's son.  As a special bonus, Maverick appears incrementally more self-aware.  There's even a female fighter pilot vying to become the gender-neutral alpha dog.
The plot is almost an afterthought.  After taking an experimental aircraft to Mach 10 in an opening scene, Maverick is assigned back to Top Gun School to train pilots for a suicide mission.  An unidentified rogue nation is engaging in uranium enrichment.  Maverick has to train pilots who will blow up the enrichment plant before this country can develop nuclear capability that will threaten civilization.  And so on.
A storyline that can be charitably described as ""implausible"" in no way detracts from the fun of this film.  In one of the three (count ‘em, three) climactic scenes, Maverick and his team attack the rogue nation, a country with plentiful evergreen trees and snow on the ground.  The uranium enrichment facility is three minutes from the coast.  Go to the biggest screen you can find to watch Tom Cruise bomb Norway.",Mark H,FALSE,FALSE,FALSE,FALSE,4,"Aug 21, 2022",Mark H,/user/id/fc8e2b5f-f565-4a49-bd49-a6c34dcb3fee,RT,fc8e2b5f-f565-4a49-bd49-a6c34dcb3fee,
597,5,It honestly may be the best movie I've ever seen. ,,FALSE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",,,Flixster,22f7d9e4-fa3a-4b8a-a2cc-bc01cf1bc846,
598,5,"It was awesome, and I even cried at the end . But I think I still like the first one better.",Aneta,TRUE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",Aneta,,Fandango,8c01b25e-cc3c-43eb-b2a8-dbd6c76ba69d,
599,5,"Top Gun: Maverick is everything you could want in a Top Gun sequel, and more! ",,FALSE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",,,Flixster,488d3905-9ddd-4319-b4b4-2679a4f66b9a,
600,5,Full of action. I loved Lady Gaga's song.,Debra L,TRUE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",Debra L,,Fandango,22b359be-a22a-4f23-9e16-72bc64b6f42c,
601,5,This was the perfect sequel!!,Lindsey,TRUE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",Lindsey,,Fandango,f17bbc2d-b2c6-49a2-a0ac-4029030289d7,
602,5,Movi was fantastic. Loved the whole movie. Some scenes brought tears to your eyes. Could see it again,James O,TRUE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",James O,,Fandango,c50b37bb-ac53-4bc0-834d-f6f47fa74919,
603,5,One of the best movies that we had seen in a long time!!!,Charles J.,TRUE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",Charles J.,,Fandango,1fdc8590-b150-42e2-8c43-81837f6d3530,
604,5,Awesome!! Love the flying!,Lynda R,TRUE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",Lynda R,,Fandango,42B6AF60-62EC-490F-AD35-05E65F03847E,
605,5,A great movie with lots of believable action but also showing the true side of friendship and bonds within our military family.  God bless you all for your service to our country!,John,TRUE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",John,,Fandango,beb3ae5f-9a4e-4cfc-9b9b-b30a6ed335c0,
606,5,"This movie was great when I was a teenager, and it's still great now that the second part has come out.",ayezay m,FALSE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",ayezay m,/user/id/Google_103730601414005899910,RT,Google_103730601414005899910,
607,4.5,I had seen it before but I wanted my husband to see it so we went August 20 and he loved it. Said it was better than the first one.,Flora,TRUE,FALSE,FALSE,FALSE,4.5,"Aug 21, 2022",Flora,,Fandango,ef865a38-167c-448a-9f33-e8cf222fef59,
608,3,你们美国也有战狼啊，五代战机为啥要跟三代机狗斗啊。,chen m,FALSE,FALSE,FALSE,FALSE,3,"Aug 21, 2022",chen m,/user/id/Google_106329997413706771749,RT,Google_106329997413706771749,
609,5,"Best movie ever,  this is my end time seeing it. Can not wait to get it on DVD. I love Tom Cruise and I was so glad when I heard they were doing Top Gun again.",Rashel Carrico,FALSE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",Rashel Carrico,,Fandango,9270738c-6bf2-48d5-912b-6b843c305845,
610,5,"Absolutely amazing best movie of the year generally not been a Tom Cruise fan over the past years, but he has done an outstanding job in this movie, and I don't understand how he looks this good at 60, better than me at 39 for sure. It was as good, maybe better than the original Top gun movie.",Babak n,FALSE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",Babak n,/user/id/Google_106925035624689187108,RT,Google_106925035624689187108,
611,5,Probably the best movie I've seen in a long time. Truly amazing.,,FALSE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",,,Flixster,3390ba08-978a-43a9-ae35-9fbf130df504,
612,5,One of the most engaging cinematic experiences I've ever encountered. I will watch this movie over and over again for years to come.,Robert R,FALSE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",Robert R,/user/id/Google_103966732602339985114,RT,Google_103966732602339985114,
613,4,top film great tribute to 80's movies,mipralcodajoje ,FALSE,FALSE,FALSE,FALSE,4,"Aug 21, 2022",mipralcodajoje ,/user/id/Google_105336238141887360363,RT,Google_105336238141887360363,
614,5,"Best movie of the century, and maybe even the century before. Improves on the original in every way. Except that it can't offer that same first rush of adrenaline that the first one gave.",Michael E,FALSE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",Michael E,/user/id/bae95180-b53c-44e0-bc91-b80d103ab760,RT,bae95180-b53c-44e0-bc91-b80d103ab760,
615,5,An amazing movie!  Very well done!  Everyone needs to see it!  I would definitely see it again!,Lisa,TRUE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",Lisa,,Fandango,43c8c0c4-efaa-4942-a591-af6af85bd776,
616,5,Truly an amazing film! 10 out 10!,Selina G,TRUE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",Selina G,,Fandango,AAD74336-83EA-497B-A226-D2923C3D2184,
617,2,"From a technical standpoint, sure the elements (acting, cinematography, etc) are good. But the movie is boring, cliche and overly long.",,FALSE,FALSE,FALSE,FALSE,2,"Aug 21, 2022",,,Flixster,71201082-0b6b-4f91-ac62-061f6ac25e17,
618,4,Action pack goosebumps and tearful feelings also a little corny . Overall cool flick.,Rude V,TRUE,FALSE,FALSE,FALSE,4,"Aug 21, 2022",Rude V,,Fandango,8BA83E96-F5F7-49F1-BE56-B3C7EB62D591,
619,5,Fantastic sequel to the first one. The story line was great. Definitely a must see movie,victor,TRUE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",victor,,Fandango,467472DB-A304-4B64-94DC-D59DF7604684,
620,5,Absolutely fabulous.  Second time to see it.  A masterpiece of flying sequences.  TC and cast did an amazing job. So well done!,Debbie,TRUE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",Debbie,,Fandango,cc311f84-6165-492e-9545-d155ad8c7324,
621,2,"While I like action movies, this had way to much shooting for me.  The storyline and character development were weak.",Lolo,FALSE,FALSE,FALSE,FALSE,2,"Aug 21, 2022",Lolo,,Fandango,8ef9f99d-39b9-4a3d-8a8e-8da6ef272454,
622,5,Very awesome movie with spins you would not expect. And always Tears In Your Eyes just like the first one!,TRISHA,TRUE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",TRISHA,,Fandango,06eaf7df-a626-4017-a5bf-3a9a355eb316,
623,5,What a perfect movie.,Kenneth G,FALSE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",Kenneth G,/user/id/ae7082a2-e031-46f0-96fb-1e3ff04df821,RT,ae7082a2-e031-46f0-96fb-1e3ff04df821,
624,5,"What a great movie.  It is often said that Sequels are not as good as the original, and Top Gun : Maverick is a prime example of the exception to this rule.  Great story line that connects back with the past 1986 film just enough, carrying this film into the future with Maverick now as a teacher in a brilliant way.  Go see it !",Tyler D,FALSE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",Tyler D,/user/id/89845229-a836-4187-9306-fb773fbb7948,RT,89845229-a836-4187-9306-fb773fbb7948,
625,5,a perfect sequel. took 36 years to release and it was worth every second of the wait!,Brian,TRUE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",Brian,,Fandango,9371EB61-42EE-40DD-8B30-EFE962940CB7,
626,5,"The movie was great......action-packed and interesting all the way through to the end. We saw on ""Screen X"" and while it was fun, would've probably enjoyed more on the IMAX, but it's a fun concept. The fluke thing that happened was I really had to go to the loo about 20 minutes before the film ended and could NOT wait, went to a very close bathroom and it was closed off, then I went to another down the hall and was informed they had shut off the water in the building and I had to go downstairs in the mall, well that ended up taking 15 minutes, so I got back for the very last 5 minutes of the film........so now I guess I need to go see it again!",Trey B,TRUE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",Trey B,,Fandango,ab4610b3-695d-470e-8b0c-e0eb2a8241eb,
627,3.5,"Gorgeous location shots and top-notch camera work make for a visually stunning experience. Almost too much reliance on ""flashback dialog"" from the first movie, and the emotional center of the plot will be lost on those who have not seen the first movie, but many people seeing only this one will still have a great experience. It is, after all, an American action movie with a rogue/loner hero who breaks all the rules, all the time. Maybe a tad predictable at times, and certainly some plot holes (even some of the same flaws that plagued the first movie), but exciting, gripping, and tons of fun from beginning to end. A must see, and I'll definitely be looking to add another DVD to my collection when it gets released... if those are even still a thing.",Colorado Transplant,TRUE,FALSE,FALSE,FALSE,3.5,"Aug 21, 2022",Colorado Transplant,,Fandango,28f325ba-592a-4657-8d98-f23a72229be1,
628,5,Wow! One of the best movies I’ve seen in years. The story was new but it still resonated so well. It was nice to walk into a movie with no ulterior political messaging. So proud to be an American! 🇺🇸 ,,FALSE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",,,Flixster,b080f11d-0de7-43d3-8bc4-be6582e1593a,
629,5,"Honestly, one of the best moves I watched in a while. Thank you guys for making this movie. I wish my dad was here to watch the movie with me because top gun was his favorite movie. But unfortunately, he's not with me no more. But yeah i hope they come out with another top gun movie.",Michael K,FALSE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",Michael K,/user/id/31f1ad9a-2900-4dd4-aa38-5319bbe29721,RT,31f1ad9a-2900-4dd4-aa38-5319bbe29721,
630,3,"Firstly I want to say as a pilot and professional movie maker I absolutely loved the first movie, however the sequel I find very contrived.

Think of War of the Worlds, meets Mission Impossible, meets Pearl Harbor meets Top Gun. Felt very soap opera-ish.

Having worked with some of the original Top Gun cast I am disappointed with this sequel.",Dean M,FALSE,FALSE,FALSE,FALSE,3,"Aug 21, 2022",Dean M,/user/id/Google_113599706690912787856,RT,Google_113599706690912787856,
631,4,It was a feel good movie which I like.  Good acting and believable characters.,Peggy,TRUE,FALSE,FALSE,FALSE,4,"Aug 21, 2022",Peggy,,Fandango,cee5b02f-83db-4972-915c-3f7a181b20e7,
632,5,I haven’t been so stressed in a movie like that! So good!!,Robin C,TRUE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",Robin C,,Fandango,9A6A91F4-3CB6-45B3-B67F-AA8744F84D64,
633,5,Amazing! You are on the tips of your toes the entire movie!,Rebecca,TRUE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",Rebecca,,Fandango,bf44b109-e280-4dc4-93c2-4e54c91135d3,
634,4.5,Good plot with happy ending,joseph w,TRUE,FALSE,FALSE,FALSE,4.5,"Aug 21, 2022",joseph w,,Fandango,D0E7946F-84DD-4B5C-9B84-E600943BB58A,
635,5,AWESOME. Might be our new favorite movie!,Melissa K,FALSE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",Melissa K,/user/id/Google_113321640330127132915,RT,Google_113321640330127132915,
636,5,"the whole movie, the stars in it , the action looked so real",BW,TRUE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",BW,,Fandango,2e3d9524-3616-4958-973f-82519a68a705,
637,5,Great Movie ! Amazing !,HECTOR,TRUE,FALSE,FALSE,FALSE,5,"Aug 21, 2022",HECTOR,,Fandango,76413942-0d60-4073-beeb-54b6861b6664,
